cbsacode,num_counties,cbsatitle,num_munis,num_local,pop_muni,pop_total,hhi_pop_muni,hhi_pop_total,munis_pp,share_in_central_city,cbsa_type,index_circ,index_rect,index_circ_central,index_rect_central
27740,3,"Johnson City, TN",6,6,101393,101393,0.521651615,0.521651615,5.917568273943e-05,0.702987386,Metropolitan Statistical Area,0.758761953,0.609721562,0.795756742,0.716533635
10540,1,"Albany, OR",13,13,101238,101238,0.363256301,0.363256301,0.00012841,0.561330726,Metropolitan Statistical Area,0.602894845,0.428697452,0.583957054,0.518864796
22540,1,"Fond du Lac, WI",11,32,64973,100795,0.494313642,0.213537852,0.000169301,0.44243266,Metropolitan Statistical Area,0.530899802,0.461197853,0.513421507,0.475202376
41660,2,"San Angelo, TX",2,2,100438,100438,0.984765099,0.984765099,1.991278201477e-05,0.992323623,Metropolitan Statistical Area,0.635925826,0.500092161,0.641788093,0.505321114
26820,3,"Idaho Falls, ID",16,16,99397,99397,0.492307791,0.492307791,0.000160971,0.673038422,Metropolitan Statistical Area,0.667934937,0.548293761,0.57971991,0.48786761
16620,3,"Charleston, WV",19,19,97914,97914,0.282661454,0.282661454,0.000194048,0.490409952,Metropolitan Statistical Area,0.662780291,0.555513496,0.589668362,0.548978471
43300,1,"Sherman-Denison, TX",16,16,97461,97461,0.287432625,0.287432625,0.000164168,0.460420065,Metropolitan Statistical Area,0.731684501,0.673023897,0.650917753,0.605845903
14740,1,"Bremerton-Silverdale-Port Orchard, WA",4,4,96538,96538,0.316106477,0.316106477,4.143446104124e-05,0.457042823,Metropolitan Statistical Area,0.593172804,0.430567507,0.778566578,0.578030892
49700,2,"Yuba City, CA",4,4,95272,95272,0.561454546,0.561454546,4.198505332101e-05,0.729868167,Metropolitan Statistical Area,0.634426247,0.449885874,0.541168986,0.409517222
42140,1,"Santa Fe, NM",2,2,94347,94347,0.878054603,0.878054603,2.119834228963e-05,0.934772701,Metropolitan Statistical Area,0.704220144,0.493282094,0.694568971,0.507059823
31340,5,"Lynchburg, VA",7,7,94291,94291,0.709420819,0.709420819,7.423826240044e-05,0.837927268,Metropolitan Statistical Area,0.507879061,0.415420245,0.464616704,0.409832189
21300,1,"Elmira, NY",5,16,37454,94200,0.534062927,0.150867768,0.000133497,0.27918259,Metropolitan Statistical Area,0.37989062,0.195800803,0.37977262,0.193213455
45500,3,"Texarkana, TX-AR",18,18,93550,93550,0.257942923,0.257942923,0.00019241,0.385002672,Metropolitan Statistical Area,0.585564133,0.463627054,0.58544649,0.516792996
22380,1,"Flagstaff, AZ",5,5,89548,89548,0.74754809,0.74754809,5.58359762362e-05,0.859751195,Metropolitan Statistical Area,0.555862486,0.40235727,0.458496274,0.339206386
33740,4,"Monroe, LA",19,19,89234,89234,0.319305647,0.319305647,0.000212923,0.529887711,Metropolitan Statistical Area,0.726115177,0.605627783,0.796355958,0.690485502
34820,1,"Myrtle Beach-Conway-North Myrtle Beach, SC",8,8,88288,88288,0.297201592,0.297201592,9.061254077564e-05,0.420215658,Metropolitan Statistical Area,0.728064404,0.532816241,0.778369926,0.357008164
19460,2,"Decatur, AL",12,12,88003,88003,0.467238713,0.467238713,0.000136359,0.656841244,Metropolitan Statistical Area,0.699817264,0.578079813,0.704595403,0.590184074
10500,4,"Albany, GA",11,11,85417,85417,0.662123331,0.662123331,0.00012878,0.808363675,Metropolitan Statistical Area,0.553674962,0.357459194,0.599784713,0.362253739
27340,1,"Jacksonville, NC",5,5,84423,84423,0.750834181,0.750834181,5.922556649254e-05,0.863224477,Metropolitan Statistical Area,0.722630988,0.555432664,0.696423939,0.572059089
33220,1,"Midland, MI",3,19,44491,84373,0.912393501,0.271327452,6.742936773729e-05,0.503383784,Metropolitan Statistical Area,0.527735481,0.417883995,0.52454928,0.42207876
24300,1,"Grand Junction, CO",5,5,83912,83912,0.663761606,0.663761606,5.958623319668e-05,0.798026504,Metropolitan Statistical Area,0.685287318,0.615418926,0.640047729,0.591202291
40580,2,"Rocky Mount, NC",18,18,83408,83408,0.442317402,0.442317402,0.000215807,0.646904374,Metropolitan Statistical Area,0.565172659,0.501562884,0.621656146,0.583971356
14540,4,"Bowling Green, KY",10,10,83226,83226,0.784402811,0.784402811,0.000120155,0.88348593,Metropolitan Statistical Area,0.793392424,0.68866075,0.805296307,0.719320081
22520,2,"Florence-Muscle Shoals, AL",13,13,81832,81832,0.305623401,0.305623401,0.000158862,0.487987584,Metropolitan Statistical Area,0.641234987,0.520501929,0.61212623,0.514854551
46300,2,"Twin Falls, ID",11,11,80982,80982,0.4642095,0.4642095,0.000135833,0.657096639,Metropolitan Statistical Area,0.612923562,0.49524638,0.618552796,0.541584452
20220,1,"Dubuque, IA",21,21,80123,80123,0.555889112,0.555889112,0.000262097,0.737853051,Metropolitan Statistical Area,0.662579964,0.580991466,0.655947903,0.622634641
43900,2,"Spartanburg, SC",17,17,79609,79609,0.261504207,0.261504207,0.000213544,0.482370084,Metropolitan Statistical Area,0.704281357,0.612368988,0.671721166,0.566130632
27620,4,"Jefferson City, MO",25,25,78419,78419,0.33356406,0.33356406,0.0003188,0.545429041,Metropolitan Statistical Area,0.715657346,0.534158665,0.736482185,0.557276975
43420,1,"Sierra Vista-Douglas, AZ",7,7,78394,78394,0.391893821,0.391893821,8.929254789907e-05,0.580133684,Metropolitan Statistical Area,0.570670413,0.409795592,0.503982592,0.32824944
34580,1,"Mount Vernon-Anacortes, WA",8,8,77928,77928,0.300334217,0.300334217,0.000102659,0.454316805,Metropolitan Statistical Area,0.601909252,0.510078868,0.510487812,0.447667807
25180,3,"Hagerstown-Martinsburg, MD-WV",13,13,77234,77234,0.382178404,0.382178404,0.00016832,0.563055131,Metropolitan Statistical Area,0.608965629,0.489543046,0.634741569,0.524619482
33500,3,"Minot, ND",30,155,56840,76320,0.709022129,0.39776821,0.000527797,0.626166143,Metropolitan Statistical Area,0.568513367,0.444696688,0.565038491,0.519904477
33540,2,"Missoula, MT",3,3,76211,76211,0.9640592,0.9640592,3.936439621576e-05,0.981774285,Metropolitan Statistical Area,0.684144395,0.624659032,0.683044914,0.633414013
38540,1,"Pocatello, ID",7,7,75849,75849,0.610521617,0.610521617,9.228862608603e-05,0.752706034,Metropolitan Statistical Area,0.636284452,0.515727488,0.810837875,0.719595885
23460,1,"Gadsden, AL",11,11,73290,73290,0.264585714,0.264585714,0.000150089,0.46075863,Metropolitan Statistical Area,0.652861017,0.563394431,0.613354556,0.563660603
37860,2,"Pensacola-Ferry Pass-Brent, FL",5,5,72943,72943,0.570802387,0.570802387,6.854667342993e-05,0.735889667,Metropolitan Statistical Area,0.555628,0.399739243,0.589616129,0.36200124
25500,2,"Harrisonburg, VA",8,8,72923,72923,0.5135273,0.5135273,0.000109705,0.705264457,Metropolitan Statistical Area,0.589970058,0.456414718,0.58447055,0.461251843
36100,1,"Ocala, FL",5,5,72582,72582,0.786559916,0.786559916,6.888760298696e-05,0.88308396,Metropolitan Statistical Area,0.612556756,0.503486348,0.591311556,0.483497445
20100,1,"Dover, DE",19,19,72346,72346,0.334738479,0.334738479,0.000262627,0.538965527,Metropolitan Statistical Area,0.653195116,0.510438008,0.683376428,0.559054094
10780,2,"Alexandria, LA",16,16,72333,72333,0.428186131,0.428186131,0.000221199,0.619177969,Metropolitan Statistical Area,0.696194405,0.580519377,0.715902338,0.580359275
14580,1,"Bozeman, MT",5,5,71535,71535,0.609574912,0.609574912,6.989585517578e-05,0.762410009,Metropolitan Statistical Area,0.598820153,0.513814563,0.542142333,0.462586727
46660,3,"Valdosta, GA",8,8,69720,69720,0.643478251,0.643478251,0.000114745,0.797002295,Metropolitan Statistical Area,0.617990706,0.469774851,0.681620478,0.530973565
16220,1,"Casper, WY",6,6,69040,69040,0.729016346,0.729016346,8.690614136732e-05,0.849594438,Metropolitan Statistical Area,0.716802686,0.593325575,0.771878338,0.676962567
22500,2,"Florence, SC",13,13,68217,68217,0.373234983,0.373234983,0.000190568,0.58574842,Metropolitan Statistical Area,0.648178418,0.590075323,0.729281121,0.703684317
24260,3,"Grand Island, NE",17,27,63403,67396,0.68597981,0.607594623,0.000268126,0.776529764,Metropolitan Statistical Area,0.676966576,0.569560129,0.692018855,0.581923287
18700,1,"Corvallis, OR",4,4,67148,67148,0.80213672,0.80213672,5.956990528385e-05,0.891523202,Metropolitan Statistical Area,0.567423867,0.467904704,0.584232491,0.486003795
21060,2,"Elizabethtown, KY",7,7,67127,67127,0.35589296,0.35589296,0.00010428,0.475680427,Metropolitan Statistical Area,0.620946624,0.49186285,0.548544651,0.485994574
47020,2,"Victoria, TX",2,2,67001,67001,0.952698116,0.952698116,2.985030074178e-05,0.975761556,Metropolitan Statistical Area,0.524621835,0.436239016,0.520533415,0.435618573
16940,1,"Cheyenne, WY",4,4,66746,66746,0.950192618,0.950192618,5.992868486501e-05,0.97460522,Metropolitan Statistical Area,0.690298185,0.571224556,0.693936031,0.598595118
11500,1,"Anniston-Oxford, AL",7,7,66696,66696,0.259116029,0.259116029,0.000104954,0.334532806,Metropolitan Statistical Area,0.768238792,0.626453146,0.867041026,0.670664188
25620,3,"Hattiesburg, MS",8,8,66100,66100,0.53994031,0.53994031,0.000121029,0.712072617,Metropolitan Statistical Area,0.67869281,0.502158437,0.768534957,0.536164291
48300,2,"Wenatchee-East Wenatchee, WA",10,10,65956,65956,0.345041905,0.345041905,0.000151616,0.536797259,Metropolitan Statistical Area,0.724211175,0.52669136,0.786924642,0.576540549
36980,2,"Owensboro, KY",6,6,63368,63368,0.897521981,0.897521981,9.468501451836e-05,0.947023734,Metropolitan Statistical Area,0.667858004,0.572720899,0.675738129,0.586952225
23580,1,"Gainesville, GA",6,6,63264,63264,0.506344589,0.506344589,9.48406676783e-05,0.686282878,Metropolitan Statistical Area,0.667140268,0.592913029,0.607340514,0.548112151
31020,1,"Longview-Kelso, WA",5,5,62542,62542,0.421899496,0.421899496,7.994627610245e-05,0.604777589,Metropolitan Statistical Area,0.69806988,0.533418718,0.707432521,0.550322333
24500,1,"Great Falls, MT",4,4,61566,61566,0.962743097,0.962743097,6.497092551083e-05,0.981109703,Metropolitan Statistical Area,0.759202971,0.587176433,0.762284793,0.622660177
16020,3,"Cape Girardeau, MO-IL",19,19,61484,61484,0.484595043,0.484595043,0.000309023,0.647648169,Metropolitan Statistical Area,0.714839962,0.605912938,0.758655693,0.650311919
43640,1,"Slidell-Mandeville-Covington, LA",8,8,60631,60631,0.310437664,0.310437664,0.000131946,0.472662499,Metropolitan Statistical Area,NA,NA,0.782077112,0.686676784
22140,1,"Farmington, NM",4,4,60535,60535,0.613360618,0.613360618,6.607747584042e-05,0.766862146,Metropolitan Statistical Area,0.635086461,0.519295007,0.668620641,0.560131737
16180,1,"Carson City, NV",1,1,58993,58993,1,1,1.695116369738e-05,1,Metropolitan Statistical Area,NA,NA,0.675454559,0.440556201
38240,1,"Pinehurst-Southern Pines, NC",11,11,56832,56832,0.217403832,0.217403832,0.000193553,0.317057292,Metropolitan Statistical Area,0.719756811,0.619910358,0.586910039,0.550293954
21420,1,"Enid, OK",14,14,55952,55952,0.81804497,0.81804497,0.000250214,0.903738919,Metropolitan Statistical Area,0.529960823,0.400965184,0.520338255,0.396027879
41540,2,"Salisbury, MD",10,10,53089,53089,0.409743364,0.409743364,0.000188363,0.620279154,Metropolitan Statistical Area,0.658786548,0.596859697,0.709674256,0.669526625
26380,2,"Houma-Bayou Cane-Thibodaux, LA",4,4,52499,52499,0.483149874,0.483149874,7.619192746528e-05,0.628926265,Metropolitan Statistical Area,0.717570083,0.515110663,0.732127161,0.538603873
42680,1,"Sebastian-Vero Beach-West Vero Corridor, FL",5,5,52186,52186,0.360958202,0.360958202,9.581113708657e-05,0.492526731,Metropolitan Statistical Area,0.674615761,0.508416458,0.601999759,0.429061674
17420,2,"Cleveland, TN",5,5,51069,51069,0.882990889,0.882990889,9.790675360786e-05,0.939023674,Metropolitan Statistical Area,0.693067164,0.549046325,0.718954977,0.569923312
44420,3,"Staunton-Stuarts Draft, VA",3,3,49114,49114,0.484127392,0.484127392,6.108237976951e-05,0.522478316,Metropolitan Statistical Area,0.340615242,0.326764294,0.291246901,0.298247886
34100,2,"Morristown, TN",6,6,46899,46899,0.470858151,0.470858151,0.000127934,0.656240005,Metropolitan Statistical Area,0.808980665,0.735166398,0.835587258,0.778074351
16820,3,"Charlottesville, VA",3,3,46550,46550,0.962818395,0.962818395,6.444683136412e-05,0.981138561,Metropolitan Statistical Area,0.507439311,0.407695934,0.489312604,0.403539654
25980,2,"Hinesville, GA",8,8,45608,45608,0.614562688,0.614562688,0.000175408,0.776618137,Metropolitan Statistical Area,0.625203839,0.479825562,0.559653304,0.479642991
47460,1,"Walla Walla, WA",4,4,45393,45393,0.606809737,0.606809737,8.811931355054e-05,0.747405988,Metropolitan Statistical Area,0.713389768,0.587741654,0.754494484,0.630671295
30300,2,"Lewiston, ID-WA",6,6,44610,44610,0.623798654,0.623798654,0.000134499,0.772181125,Metropolitan Statistical Area,0.591208536,0.434003598,0.60410491,0.453907893
37620,2,"Parkersburg-Vienna, WV",5,5,44494,44494,0.498285035,0.498285035,0.000112375,0.660830674,Metropolitan Statistical Area,0.683528599,0.537810925,0.709255091,0.541894127
44940,1,"Sumter, SC",3,3,44027,44027,0.953111977,0.953111977,6.814000499693e-05,0.976128285,Metropolitan Statistical Area,0.713747632,0.608675497,0.721034972,0.621529123
19140,2,"Dalton, GA",6,6,43841,43841,0.6272068,0.6272068,0.000136858,0.782030519,Metropolitan Statistical Area,0.765747001,0.686804071,0.776537174,0.705562911
34060,2,"Morgantown, WV",15,15,43810,43810,0.462910009,0.462910009,0.000342388,0.666948185,Metropolitan Statistical Area,0.68452222,0.564111783,0.741903913,0.670887728
24420,1,"Grants Pass, OR",2,2,41435,41435,0.905032582,0.905032582,4.826837214914e-05,0.950018101,Metropolitan Statistical Area,0.558728721,0.510255649,0.559022791,0.514042931
24140,1,"Goldsboro, NC",7,7,40038,40038,0.681166446,0.681166446,0.000174834,0.817947949,Metropolitan Statistical Area,0.697991405,0.639788216,0.701224209,0.664420394
26300,1,"Hot Springs, AR",4,4,39270,39270,0.942363153,0.942363153,0.000101859,0.970562771,Metropolitan Statistical Area,0.57947714,0.505740634,0.560529529,0.496007549
25740,3,"Helena, MT",5,5,39244,39244,0.718775927,0.718775927,0.000127408,0.843950668,Metropolitan Statistical Area,0.571486834,0.436176504,0.596809897,0.480667824
40660,1,"Rome, GA",2,2,38938,38938,0.940648745,0.940648745,5.136370640505e-05,0.969387231,Metropolitan Statistical Area,0.720319813,0.61627959,0.733032511,0.632867287
37140,5,"Paducah, KY-IL",15,15,38396,38396,0.494625503,0.494625503,0.000390666,0.684394208,Metropolitan Statistical Area,0.674618975,0.550616059,0.702162749,0.574705818
25220,1,"Hammond, LA",8,8,37535,37535,0.34448237,0.34448237,0.000213134,0.532196616,Metropolitan Statistical Area,0.59143325,0.486519731,0.689228804,0.635178582
13220,2,"Beckley, WV",14,14,36044,36044,0.285586122,0.285586122,0.000388414,0.472311619,Metropolitan Statistical Area,0.682879093,0.579102195,0.540970306,0.492489784
34940,1,"Naples-Marco Island, FL",3,3,35708,35708,0.49442176,0.49442176,8.401478660244e-05,0.542511482,Metropolitan Statistical Area,0.632714636,0.388911747,0.671177243,0.445913738
21820,1,"Fairbanks-College, AK",2,2,34987,34987,0.87791084,0.87791084,5.716408951896e-05,0.934690028,Metropolitan Statistical Area,0.568501751,0.447010674,0.643437706,0.4531971
49020,3,"Winchester, VA-WV",5,5,33730,33730,0.704003553,0.704003553,0.000148236,0.834153572,Metropolitan Statistical Area,0.557293088,0.389372194,0.56838182,0.387328545
20580,1,"Eagle Pass, TX",1,1,28596,28596,1,1,3.496992586375e-05,1,Metropolitan Statistical Area,0.649011266,0.494031533,0.648360501,0.493678126
42700,1,"Sebring, FL",3,3,23350,23350,0.413782017,0.413782017,0.00012848,0.474817987,Metropolitan Statistical Area,0.746221945,0.602216916,0.742882728,0.598078194
48680,1,"Wildwood-The Villages, FL",5,5,21969,21969,0.589842606,0.589842606,0.000227593,0.752879057,Metropolitan Statistical Area,0.778629392,0.571886527,0.799276463,0.539394884
39460,1,"Punta Gorda, FL",1,1,19981,19981,1,1,5.00475451679e-05,1,Metropolitan Statistical Area,0.65690841,0.51060959,0.602731179,0.390413476
15260,3,"Brunswick-St. Simons, GA",4,4,17633,17633,0.699692376,0.699692376,0.000226847,0.829637611,Metropolitan Statistical Area,0.55488184,0.419150962,0.397379391,0.345315382
30500,2,"Lexington Park, MD",3,3,13345,13345,0.385313003,0.385313003,0.000224803,0.482278007,Metropolitan Statistical Area,0.503682141,0.464869762,0.435157693,0.381193525
26140,1,"Homosassa Springs, FL",2,2,11026,11026,0.573311227,0.573311227,0.000181389,0.691456557,Metropolitan Statistical Area,0.657222962,0.48069692,0.540959196,0.367313543
